product,day,timestamp,price,quantity,mid_at_trade,trade_location,roll_min_500,roll_max_500,near_min_w500,near_max_w500,fwd_mid_50,fwd_mid_100,fwd_mid_500,fwd_ret_50,fwd_ret_100,fwd_ret_500
HYDROGEL_PACK,0,144500,9966.0,3,9962.0,at_or_above_ask_touch,9932.0,9972.5,False,False,9985.0,9973.0,9967.0,23.0,11.0,5.0
HYDROGEL_PACK,0,153400,9964.0,4,9972.0,at_or_below_bid_touch,9932.0,9989.0,False,False,9974.0,9971.0,9976.0,2.0,-1.0,4.0
HYDROGEL_PACK,0,155200,9991.0,5,9983.0,at_or_above_ask_touch,9932.0,9989.0,False,True,9972.0,9966.0,9980.0,-11.0,-17.0,-3.0
HYDROGEL_PACK,0,158100,9974.0,5,9970.5,at_or_above_ask_touch,9932.0,9989.0,False,False,9972.0,9966.0,9974.0,1.5,-4.5,3.5
HYDROGEL_PACK,0,159300,9969.0,2,9977.0,at_or_below_bid_touch,9932.0,9989.0,False,False,9967.0,9962.0,9986.0,-10.0,-15.0,9.0
HYDROGEL_PACK,0,163300,9977.0,3,9969.0,at_or_above_ask_touch,9934.0,9989.0,False,False,9963.0,9966.0,9991.0,-6.0,-3.0,22.0
HYDROGEL_PACK,0,164600,9962.0,3,9970.0,at_or_below_bid_touch,9934.0,9989.0,False,False,9967.0,9968.0,9996.0,-3.0,-2.0,26.0
HYDROGEL_PACK,0,169000,9953.0,3,9961.0,at_or_below_bid_touch,9936.0,9989.0,False,False,9966.0,9970.0,9981.0,5.0,9.0,20.0
HYDROGEL_PACK,0,171500,9982.0,5,9974.5,at_or_above_ask_touch,9936.0,9989.0,False,False,9969.0,9970.0,9994.0,-5.5,-4.5,19.5
HYDROGEL_PACK,0,175300,9969.0,6,9965.0,at_or_above_ask_touch,9936.0,9989.0,False,False,9975.0,9968.0,10001.0,10.0,3.0,36.0
HYDROGEL_PACK,0,178100,9958.0,2,9966.0,at_or_below_bid_touch,9936.0,9989.0,False,False,9965.0,9961.0,9988.0,-1.0,-5.0,22.0
HYDROGEL_PACK,0,181900,9980.0,3,9972.0,at_or_above_ask_touch,9936.0,9989.0,False,False,9964.0,9961.0,9989.0,-8.0,-11.0,17.0
HYDROGEL_PACK,0,182400,9977.0,5,9969.0,at_or_above_ask_touch,9936.0,9989.0,False,False,9963.0,9962.0,9991.0,-6.0,-7.0,22.0
HYDROGEL_PACK,0,183300,9973.0,4,9965.0,at_or_above_ask_touch,9936.0,9989.0,False,False,9959.0,9970.0,9983.0,-6.0,5.0,18.0
HYDROGEL_PACK,0,185800,9961.0,6,9969.0,at_or_below_bid_touch,9936.0,9989.0,False,False,9959.0,9961.0,9976.0,-10.0,-8.0,7.0
HYDROGEL_PACK,0,190600,9943.0,6,9951.0,at_or_below_bid_touch,9938.0,9989.0,False,False,9961.0,9972.0,9975.5,10.0,21.0,24.5
HYDROGEL_PACK,0,196600,9953.0,3,9961.0,at_or_below_bid_touch,9947.0,9989.0,False,False,9976.0,9970.0,9976.0,15.0,9.0,15.0
HYDROGEL_PACK,0,197000,9967.0,6,9959.0,at_or_above_ask_touch,9947.0,9989.0,False,False,9973.0,9970.0,9967.5,14.0,11.0,8.5
HYDROGEL_PACK,0,203900,9978.0,6,9970.0,at_or_above_ask_touch,9947.0,9983.0,False,False,9983.0,9992.0,9960.0,13.0,22.0,-10.0
HYDROGEL_PACK,0,206200,9983.0,5,9975.0,at_or_above_ask_touch,9947.0,9982.0,False,True,9995.0,9983.0,9975.0,20.0,8.0,0.0
HYDROGEL_PACK,0,206700,9962.0,5,9970.0,at_or_below_bid_touch,9947.0,9982.0,False,False,9997.0,9981.0,9978.0,27.0,11.0,8.0
HYDROGEL_PACK,0,207200,9962.0,4,9970.0,at_or_below_bid_touch,9947.0,9982.0,False,False,9998.0,9986.0,9982.0,28.0,16.0,12.0
HYDROGEL_PACK,0,207600,9980.0,6,9972.0,at_or_above_ask_touch,9947.0,9982.0,False,False,9996.0,9984.0,9980.0,24.0,12.0,8.0
HYDROGEL_PACK,0,209000,9989.0,5,9981.0,at_or_above_ask_touch,9947.0,9987.0,False,True,9992.0,9981.0,9986.0,11.0,0.0,5.0
HYDROGEL_PACK,0,218800,9986.0,4,9978.0,at_or_above_ask_touch,9947.0,10000.0,False,False,9994.0,9983.0,10000.0,16.0,5.0,22.0
HYDROGEL_PACK,0,221500,9986.0,3,9994.0,at_or_below_bid_touch,9947.0,10000.0,False,False,9997.0,9985.0,9987.5,3.0,-9.0,-6.5
HYDROGEL_PACK,0,222700,10002.0,6,9994.0,at_or_above_ask_touch,9947.0,10000.0,False,True,9991.0,9982.0,9989.0,-3.0,-12.0,-5.0
HYDROGEL_PACK,0,234200,9976.0,6,9984.0,at_or_below_bid_touch,9947.0,10003.0,False,False,9978.0,9976.0,9974.0,-6.0,-8.0,-10.0
HYDROGEL_PACK,0,240700,9963.0,4,9971.0,at_or_below_bid_touch,9955.0,10003.0,False,False,9973.0,9949.0,9990.0,2.0,-22.0,19.0
HYDROGEL_PACK,0,243300,9977.0,2,9969.0,at_or_above_ask_touch,9955.0,10003.0,False,False,9957.0,9951.0,9999.0,-12.0,-18.0,30.0
HYDROGEL_PACK,0,247100,9971.0,5,9963.0,at_or_above_ask_touch,9958.0,10003.0,False,False,9950.0,9981.0,9992.5,-13.0,18.0,29.5
HYDROGEL_PACK,0,247800,9952.0,4,9960.0,at_or_below_bid_touch,9958.0,10003.0,True,False,9957.0,9982.0,10009.0,-3.0,22.0,49.0
HYDROGEL_PACK,0,248700,9966.0,3,9958.5,at_or_above_ask_touch,9954.0,10003.0,False,False,9959.0,9986.0,10011.0,0.5,27.5,52.5
HYDROGEL_PACK,0,256100,9969.0,5,9965.5,at_or_above_ask_touch,9945.0,10003.0,False,False,9991.0,10005.0,10015.0,25.5,39.5,49.5
HYDROGEL_PACK,0,260100,9999.0,2,9991.0,at_or_above_ask_touch,9945.0,10003.0,False,False,10000.0,10002.0,10025.5,9.0,11.0,34.5
HYDROGEL_PACK,0,261500,10009.0,5,10001.0,at_or_above_ask_touch,9945.0,10003.0,False,True,10003.0,9987.5,10019.0,2.0,-13.5,18.0
HYDROGEL_PACK,0,263700,9989.0,3,9997.0,at_or_below_bid_touch,9945.0,10005.5,False,False,10001.0,9984.0,10011.0,4.0,-13.0,14.0
HYDROGEL_PACK,0,266800,9993.0,6,10001.0,at_or_below_bid_touch,9945.0,10005.5,False,False,9992.0,9990.0,10024.0,-9.0,-11.0,23.0
HYDROGEL_PACK,0,273500,9995.0,4,9987.0,at_or_above_ask_touch,9945.0,10005.5,False,False,9996.0,9978.0,10025.0,9.0,-9.0,38.0
HYDROGEL_PACK,0,278200,9997.0,5,9989.0,at_or_above_ask_touch,9945.0,10005.5,False,False,9974.0,9982.0,10036.0,-15.0,-7.0,47.0
HYDROGEL_PACK,0,278600,9991.0,4,9999.0,at_or_below_bid_touch,9945.0,10005.5,False,False,9979.0,9980.0,10033.0,-20.0,-19.0,34.0
HYDROGEL_PACK,0,280000,9991.0,3,9983.5,at_or_above_ask_touch,9945.0,10005.5,False,False,9971.0,9988.0,10038.0,-12.5,4.5,54.5
HYDROGEL_PACK,0,281500,9973.0,5,9981.0,at_or_below_bid_touch,9945.0,10005.5,False,False,9971.0,9990.0,10035.0,-10.0,9.0,54.0
HYDROGEL_PACK,0,283800,9990.0,2,9982.0,at_or_above_ask_touch,9945.0,10005.5,False,False,9978.0,10001.0,10039.0,-4.0,19.0,57.0
HYDROGEL_PACK,0,284700,9979.0,2,9971.0,at_or_above_ask_touch,9945.0,10005.5,False,False,9983.0,9998.5,10038.0,12.0,27.5,67.0
HYDROGEL_PACK,0,287600,9980.0,6,9972.0,at_or_above_ask_touch,9945.0,10005.5,False,False,9996.0,10006.0,10038.0,24.0,34.0,66.0
HYDROGEL_PACK,0,287700,9984.0,3,9976.0,at_or_above_ask_touch,9945.0,10005.5,False,False,10000.0,10009.0,10040.0,24.0,33.0,64.0
HYDROGEL_PACK,0,290600,9981.0,2,9989.0,at_or_below_bid_touch,9945.0,10005.5,False,False,10004.0,10012.0,10027.0,15.0,23.0,38.0
HYDROGEL_PACK,0,290800,9998.0,5,9990.0,at_or_above_ask_touch,9945.0,10005.5,False,False,10003.0,10011.0,10027.0,13.0,21.0,37.0
HYDROGEL_PACK,0,294900,10006.0,6,9998.0,at_or_above_ask_touch,9945.0,10005.5,False,True,10014.0,10013.0,10026.0,16.0,15.0,28.0
HYDROGEL_PACK,0,298700,10003.0,4,10011.0,at_or_below_bid_touch,9945.0,10012.0,False,False,10007.0,10022.0,10005.0,-4.0,11.0,-6.0
HYDROGEL_PACK,0,305800,10020.0,2,10012.0,at_or_above_ask_touch,9965.5,10017.0,False,True,10021.0,10017.0,10001.0,9.0,5.0,-11.0
HYDROGEL_PACK,0,310200,10016.0,2,10024.0,at_or_below_bid_touch,9969.0,10025.5,False,False,10011.0,10018.0,10015.0,-13.0,-6.0,-9.0
HYDROGEL_PACK,0,311500,10027.0,5,10019.0,at_or_above_ask_touch,9969.0,10026.0,False,True,10023.0,10019.0,10019.5,4.0,0.0,0.5
HYDROGEL_PACK,0,313400,10023.0,5,10015.0,at_or_above_ask_touch,9969.0,10026.0,False,False,10021.0,10026.0,10014.0,6.0,11.0,-1.0
HYDROGEL_PACK,0,318700,10014.0,6,10022.0,at_or_below_bid_touch,9969.0,10026.0,False,False,10024.0,10036.0,10043.0,2.0,14.0,21.0
HYDROGEL_PACK,0,320900,10034.0,4,10026.0,at_or_above_ask_touch,9969.0,10026.0,False,True,10027.0,10032.0,10039.0,1.0,6.0,13.0
HYDROGEL_PACK,0,321200,10009.0,4,10017.0,at_or_below_bid_touch,9969.0,10026.0,False,False,10023.0,10033.0,10041.0,6.0,16.0,24.0
HYDROGEL_PACK,0,330900,10040.0,3,10032.0,at_or_above_ask_touch,9969.0,10039.0,False,True,10043.0,10030.5,10050.0,11.0,-1.5,18.0
HYDROGEL_PACK,0,331400,10025.0,2,10033.0,at_or_below_bid_touch,9969.0,10039.0,False,False,10041.0,10027.0,10043.0,8.0,-6.0,10.0
HYDROGEL_PACK,0,332700,10030.0,6,10038.0,at_or_below_bid_touch,9969.0,10040.0,False,False,10040.0,10023.0,10040.0,2.0,-15.0,2.0
HYDROGEL_PACK,0,335000,10047.0,5,10039.0,at_or_above_ask_touch,9969.0,10041.0,False,True,10036.0,10023.0,10034.0,-3.0,-16.0,-5.0
HYDROGEL_PACK,0,335300,10048.0,4,10040.0,at_or_above_ask_touch,9969.0,10041.0,False,True,10033.0,10025.0,10031.0,-7.0,-15.0,-9.0
HYDROGEL_PACK,0,335400,10048.0,4,10040.0,at_or_above_ask_touch,9969.0,10041.0,False,True,10030.0,10028.0,10031.0,-10.0,-12.0,-9.0
HYDROGEL_PACK,0,336800,10034.0,5,10042.0,at_or_below_bid_touch,9971.0,10045.0,False,False,10021.0,10012.0,10026.0,-21.0,-30.0,-16.0
HYDROGEL_PACK,0,340000,10028.0,6,10036.0,at_or_below_bid_touch,9987.0,10045.0,False,False,10023.0,10007.0,10010.0,-13.0,-29.0,-26.0
HYDROGEL_PACK,0,345000,10015.0,4,10023.0,at_or_below_bid_touch,9992.5,10045.0,False,False,10007.0,10004.0,10024.0,-16.0,-19.0,1.0
HYDROGEL_PACK,0,358200,9994.0,6,10002.0,at_or_below_bid_touch,9998.0,10045.0,True,False,10013.0,10042.0,9998.0,11.0,40.0,-4.0
HYDROGEL_PACK,0,363700,10022.0,5,10014.0,at_or_above_ask_touch,9998.0,10045.0,False,False,10043.0,10044.0,9981.0,29.0,30.0,-33.0
HYDROGEL_PACK,0,366900,10045.0,5,10037.0,at_or_above_ask_touch,9998.0,10045.0,False,True,10042.5,10069.0,9970.0,5.5,32.0,-67.0
HYDROGEL_PACK,0,367000,10042.0,5,10034.0,at_or_above_ask_touch,9998.0,10045.0,False,False,10046.0,10071.0,9970.0,12.0,37.0,-64.0
HYDROGEL_PACK,0,370400,10047.0,2,10039.0,at_or_above_ask_touch,9998.0,10047.0,False,True,10049.0,10052.0,9964.0,10.0,13.0,-75.0
HYDROGEL_PACK,0,370600,10031.0,4,10039.0,at_or_below_bid_touch,9998.0,10047.0,False,False,10055.0,10053.0,9965.0,16.0,14.0,-74.0
HYDROGEL_PACK,0,373300,10054.0,2,10046.0,at_or_above_ask_touch,9998.0,10050.0,False,True,10059.0,10041.0,9964.0,13.0,-5.0,-82.0
HYDROGEL_PACK,0,380500,10043.0,4,10051.0,at_or_below_bid_touch,9998.0,10071.0,False,False,10034.0,10010.0,9991.0,-17.0,-41.0,-60.0
HYDROGEL_PACK,0,381400,10035.0,4,10043.0,at_or_below_bid_touch,9998.0,10071.0,False,False,10025.0,10008.0,9986.0,-18.0,-35.0,-57.0
HYDROGEL_PACK,0,383100,10033.0,6,10041.0,at_or_below_bid_touch,9998.0,10071.0,False,False,10011.0,10013.0,9970.0,-30.0,-28.0,-71.0
HYDROGEL_PACK,0,389800,10018.0,4,10010.0,at_or_above_ask_touch,9998.0,10071.0,False,False,10026.0,10006.0,9978.0,16.0,-4.0,-32.0
HYDROGEL_PACK,0,390400,10003.0,6,10011.0,at_or_below_bid_touch,9998.0,10071.0,False,False,10026.0,10007.0,9971.0,15.0,-4.0,-40.0
HYDROGEL_PACK,0,402000,10016.0,4,10008.0,at_or_above_ask_touch,10000.0,10071.0,False,False,9990.0,9978.0,9974.0,-18.0,-30.0,-34.0
HYDROGEL_PACK,0,405600,9999.0,5,9991.0,at_or_above_ask_touch,9989.0,10071.0,False,False,9981.0,9976.0,9964.0,-10.0,-15.0,-27.0
HYDROGEL_PACK,0,410500,9990.0,3,9982.0,at_or_above_ask_touch,9982.0,10071.0,False,False,9976.0,9964.0,9969.0,-6.0,-18.0,-13.0
HYDROGEL_PACK,0,414600,9993.0,2,9985.0,at_or_above_ask_touch,9974.0,10071.0,False,False,9964.0,9979.0,9970.0,-21.0,-6.0,-15.0
HYDROGEL_PACK,0,416400,9964.0,5,9972.0,at_or_below_bid_touch,9971.0,10071.0,True,False,9975.0,9985.0,9977.0,3.0,13.0,5.0
HYDROGEL_PACK,0,417000,9978.0,6,9970.0,at_or_above_ask_touch,9970.0,10071.0,False,False,9971.0,9982.0,9976.0,1.0,12.0,6.0
HYDROGEL_PACK,0,417100,9977.0,2,9969.0,at_or_above_ask_touch,9969.0,10071.0,False,False,9972.0,9984.0,9975.0,3.0,15.0,6.0
HYDROGEL_PACK,0,422900,9977.0,4,9969.0,at_or_above_ask_touch,9955.0,10071.0,False,False,9993.0,9974.0,9966.5,24.0,5.0,-2.5
HYDROGEL_PACK,0,425600,9994.0,2,9986.0,at_or_above_ask_touch,9955.0,10071.0,False,False,9993.0,9976.0,9955.0,7.0,-10.0,-31.0
HYDROGEL_PACK,0,428300,10001.0,5,9993.0,at_or_above_ask_touch,9955.0,10057.0,False,False,9966.0,9969.0,9948.0,-27.0,-24.0,-45.0
HYDROGEL_PACK,0,429100,9979.0,3,9987.0,at_or_below_bid_touch,9955.0,10055.0,False,False,9974.0,9973.0,9947.0,-13.0,-14.0,-40.0
HYDROGEL_PACK,0,435200,9978.0,6,9970.0,at_or_above_ask_touch,9955.0,10035.0,False,False,9977.0,9955.0,9929.0,7.0,-15.0,-41.0
HYDROGEL_PACK,0,436500,9985.0,3,9977.0,at_or_above_ask_touch,9955.0,10029.0,False,False,9968.0,9953.0,9943.0,-9.0,-24.0,-34.0
HYDROGEL_PACK,0,443900,9966.0,5,9958.0,at_or_above_ask_touch,9955.0,10029.0,False,False,9953.0,9971.0,9978.0,-5.0,13.0,20.0
HYDROGEL_PACK,0,446300,9960.0,3,9952.0,at_or_above_ask_touch,9950.0,10027.0,False,False,9966.0,9960.0,9981.0,14.0,8.0,29.0
HYDROGEL_PACK,0,447400,9944.0,5,9952.0,at_or_below_bid_touch,9947.5,10027.0,True,False,9977.0,9956.0,9978.0,25.0,4.0,26.0
HYDROGEL_PACK,0,448000,9951.0,4,9943.0,at_or_above_ask_touch,9943.0,10027.0,False,False,9973.0,9961.0,9970.0,30.0,18.0,27.0
HYDROGEL_PACK,0,455100,9962.0,5,9970.0,at_or_below_bid_touch,9943.0,9998.0,False,False,9973.0,9970.0,9959.0,3.0,0.0,-11.0
HYDROGEL_PACK,0,460000,9979.0,6,9971.0,at_or_above_ask_touch,9943.0,9995.0,False,False,9969.0,9990.0,9950.0,-2.0,19.0,-21.0
HYDROGEL_PACK,0,460100,9981.0,3,9973.0,at_or_above_ask_touch,9943.0,9995.0,False,False,9970.0,9991.0,9952.0,-3.0,18.0,-21.0
HYDROGEL_PACK,0,462900,9977.0,5,9969.0,at_or_above_ask_touch,9943.0,9995.0,False,False,9975.0,9966.5,9944.0,6.0,-2.5,-25.0
HYDROGEL_PACK,0,463000,9974.0,3,9966.0,at_or_above_ask_touch,9943.0,9995.0,False,False,9973.0,9960.5,9945.0,7.0,-5.5,-21.0
HYDROGEL_PACK,0,467600,9966.0,3,9974.0,at_or_below_bid_touch,9943.0,9995.0,False,False,9969.0,9950.0,9944.0,-5.0,-24.0,-30.0
HYDROGEL_PACK,0,471700,9980.0,3,9972.5,at_or_above_ask_touch,9943.0,9995.0,False,False,9948.0,9946.0,9958.0,-24.5,-26.5,-14.5
HYDROGEL_PACK,0,473100,9970.0,3,9962.0,at_or_above_ask_touch,9943.0,9995.0,False,False,9948.0,9936.5,9969.0,-14.0,-25.5,7.0
HYDROGEL_PACK,0,474900,9964.0,5,9956.0,at_or_above_ask_touch,9943.0,9995.0,False,False,9947.0,9930.0,9976.0,-9.0,-26.0,20.0
HYDROGEL_PACK,0,476200,9957.0,4,9949.0,at_or_above_ask_touch,9943.0,9995.0,False,False,9945.0,9943.0,9982.0,-4.0,-6.0,33.0
HYDROGEL_PACK,0,477700,9958.0,5,9950.0,at_or_above_ask_touch,9943.0,9995.0,False,False,9943.5,9949.5,9974.0,-6.5,-0.5,24.0
HYDROGEL_PACK,0,481600,9956.0,3,9948.0,at_or_above_ask_touch,9943.0,9991.0,False,False,9945.0,9967.0,9966.0,-3.0,19.0,18.0
HYDROGEL_PACK,0,487500,9959.0,4,9951.0,at_or_above_ask_touch,9928.0,9991.0,False,False,9971.0,9974.0,9969.0,20.0,23.0,18.0
HYDROGEL_PACK,0,489700,9956.0,6,9964.0,at_or_below_bid_touch,9928.0,9991.0,False,False,9975.0,9987.0,9975.0,11.0,23.0,11.0
HYDROGEL_PACK,0,489900,9955.0,6,9963.0,at_or_below_bid_touch,9928.0,9991.0,False,False,9978.0,9985.0,9972.0,15.0,22.0,9.0
HYDROGEL_PACK,0,493600,9982.0,2,9974.0,at_or_above_ask_touch,9928.0,9991.0,False,False,9976.0,9978.0,9973.0,2.0,4.0,-1.0
HYDROGEL_PACK,0,496300,9973.0,4,9981.0,at_or_below_bid_touch,9928.0,9991.0,False,False,9979.0,9969.0,9967.0,-2.0,-12.0,-14.0
HYDROGEL_PACK,0,497200,9971.0,5,9979.0,at_or_below_bid_touch,9928.0,9991.0,False,False,9974.0,9958.0,9968.0,-5.0,-21.0,-11.0
HYDROGEL_PACK,0,498200,9963.0,5,9971.0,at_or_below_bid_touch,9928.0,9991.0,False,False,9979.0,9954.0,9970.0,8.0,-17.0,-1.0
HYDROGEL_PACK,0,499600,9979.0,6,9987.0,at_or_below_bid_touch,9928.0,9991.0,False,False,9965.0,9950.0,9964.0,-22.0,-37.0,-23.0
HYDROGEL_PACK,0,501400,9986.0,5,9978.0,at_or_above_ask_touch,9928.0,9991.0,False,False,9970.0,9947.0,9965.0,-8.0,-31.0,-13.0
HYDROGEL_PACK,0,501600,9985.0,6,9977.0,at_or_above_ask_touch,9928.0,9991.0,False,False,9969.0,9947.0,9964.0,-8.0,-30.0,-13.0
HYDROGEL_PACK,0,502000,9983.0,3,9975.0,at_or_above_ask_touch,9928.0,9991.0,False,False,9962.0,9945.0,9955.0,-13.0,-30.0,-20.0
HYDROGEL_PACK,0,510900,9939.0,4,9947.0,at_or_below_bid_touch,9928.0,9991.0,False,False,9943.0,9953.0,9970.0,-4.0,6.0,23.0
HYDROGEL_PACK,0,515600,9931.0,5,9939.0,at_or_below_bid_touch,9928.0,9991.0,False,False,9954.0,9979.0,9954.5,15.0,40.0,15.5
HYDROGEL_PACK,0,516300,9937.0,5,9945.0,at_or_below_bid_touch,9928.0,9991.0,False,False,9958.0,9980.0,9953.5,13.0,35.0,8.5
HYDROGEL_PACK,0,517900,9954.0,3,9946.0,at_or_above_ask_touch,9928.0,9991.0,False,False,9970.0,9976.0,9956.0,24.0,30.0,10.0
HYDROGEL_PACK,0,518000,9936.0,5,9944.0,at_or_below_bid_touch,9928.0,9991.0,False,False,9970.0,9978.0,9953.0,26.0,34.0,9.0
HYDROGEL_PACK,0,521400,9965.0,6,9957.0,at_or_above_ask_touch,9928.0,9989.0,False,False,9982.0,9967.0,9952.0,25.0,10.0,-5.0
HYDROGEL_PACK,0,522300,9971.0,6,9963.0,at_or_above_ask_touch,9928.0,9989.0,False,False,9978.0,9969.0,9952.0,15.0,6.0,-11.0
HYDROGEL_PACK,0,526800,9990.0,2,9982.0,at_or_above_ask_touch,9928.0,9989.0,False,True,9973.0,9967.0,9974.0,-9.0,-15.0,-8.0
