day,timestamp,strike,voucher_mid,underlying_mid,moneyness,tte_years,iv
0,3100,5300,51.0,5246.5,0.9899056603773585,0.02190931506849315,0.2399794955735267
0,3200,4500,746.0,5245.5,1.1656666666666666,0.02190904109589041,0.40608058356726434
0,3300,4500,745.0,5245.0,1.1655555555555555,0.02190876712328767,0.0001
0,3400,4000,1244.5,5244.5,1.311125,0.02190849315068493,0.0001
0,3500,6500,0.5,5244.5,0.8068461538461539,0.02190821917808219,0.5379603938606218
0,3600,4500,744.0,5243.5,1.1652222222222222,0.021907945205479454,0.4052010297059235
0,3700,4500,744.0,5244.5,1.1654444444444445,0.02190767123287671,
0,3800,4000,1244.5,5242.5,1.310625,0.02190739726027397,0.7961995380599142
0,3900,5400,21.5,5243.0,0.970925925925926,0.021907123287671235,0.23991629697787883
0,4000,4500,742.0,5242.0,1.1648888888888889,0.021906849315068495,0.0001
0,4100,4500,742.0,5241.5,1.1647777777777777,0.02190657534246575,0.40432338744904817
0,4200,5000,249.0,5241.0,1.0482,0.021906301369863015,0.24123860374385767
0,4300,5400,21.0,5241.5,0.9706481481481481,0.021906027397260275,0.23906264719828574
0,4400,4500,739.0,5239.5,1.1643333333333334,0.021905753424657535,
0,4500,4500,739.0,5239.0,1.1642222222222223,0.021905479452054795,0.0001
0,4600,5000,247.0,5239.5,1.0479,0.021905205479452055,0.23617726194545968
0,4700,5400,20.5,5238.0,0.97,0.021904931506849315,0.24002582333396758
0,4800,4500,738.0,5238.5,1.164111111111111,0.021904657534246575,
0,4900,4500,737.0,5237.5,1.163888888888889,0.021904383561643835,
0,5000,5100,162.5,5238.5,1.027156862745098,0.021904109589041095,0.2404399639380291
0,5100,5500,7.5,5238.5,0.9524545454545454,0.02190383561643836,0.24046776355426083
0,5200,4500,739.0,5238.5,1.164111111111111,0.021903561643835615,0.40301456612997033
0,5300,4500,737.5,5237.5,1.163888888888889,0.021903287671232875,0.0001
0,5400,5100,162.0,5237.5,1.0269607843137254,0.02190301369863014,0.24165263445270124
0,5500,5500,7.5,5238.5,0.9524545454545454,0.0219027397260274,0.24047377930898062
0,5600,4500,738.0,5237.5,1.163888888888889,0.021902465753424655,0.40257880422198744
0,5700,6000,0.5,5237.5,0.8729166666666667,0.02190219178082192,0.3591920395647879
0,5800,4000,1237.5,5239.0,1.30975,0.02190191780821918,
0,5900,5500,7.5,5239.5,0.9526363636363636,0.02190164383561644,0.23976814023167145
0,6000,4500,739.0,5239.5,1.1643333333333334,0.0219013698630137,
0,6100,6000,0.5,5238.5,0.8730833333333333,0.02190109589041096,0.3587483993440481
0,6200,4000,1236.5,5236.5,1.309125,0.02190082191780822,0.0001
0,6300,4000,1236.0,5236.0,1.309,0.02190054794520548,0.0001
0,6400,4500,735.0,5235.5,1.1634444444444445,0.02190027397260274,
0,6500,6000,0.5,5234.5,0.8724166666666666,0.0219,0.3605681597212579
0,6600,4000,1234.5,5234.5,1.308625,0.02189972602739726,0.0001
0,6700,4500,734.5,5234.5,1.1632222222222222,0.02189945205479452,0.0001
0,6800,6000,0.5,5234.5,0.8724166666666666,0.02189917808219178,0.3605749261901762
0,6900,6000,0.5,5235.5,0.8725833333333334,0.021898904109589043,0.36012441626835395
0,7000,5200,93.5,5235.5,1.0068269230769231,0.021898630136986303,0.24156393776787566
0,7100,4500,735.0,5234.5,1.1632222222222222,0.02189835616438356,0.4012775538114455
0,7200,6000,0.5,5235.5,0.8725833333333334,0.021898082191780823,0.36013117473507805
0,7300,6000,0.5,5238.0,0.873,0.021897808219178083,0.35900165501465797
0,7400,5300,48.0,5237.5,0.9882075471698113,0.021897534246575343,0.2416289348803006
0,7500,4500,737.0,5237.5,1.163888888888889,0.021897260273972603,
0,7600,6000,0.5,5236.0,0.8726666666666667,0.021896986301369863,0.359913808512878
0,7700,6000,0.5,5236.5,0.87275,0.021896712328767123,0.35968969033386977
0,7800,6500,0.5,5235.0,0.8053846153846154,0.021896438356164383,0.5422363877522928
0,7900,4500,734.0,5233.5,1.163,0.021896164383561643,0.40085115084992207
0,8000,4000,1233.0,5233.5,1.308375,0.021895890410958904,
0,8100,4000,1232.0,5232.0,1.308,0.021895616438356164,0.0001
0,8200,6500,0.5,5231.5,0.8048461538461539,0.021895342465753424,0.5437733771906109
0,8300,4500,731.0,5231.0,1.1624444444444444,0.021895068493150684,0.0001
0,8400,5000,239.0,5230.5,1.0461,0.021894794520547944,0.2375663078395747
0,8500,5000,239.5,5230.5,1.0461,0.021894520547945207,0.24128878950048918
0,8600,5400,19.0,5230.5,0.9686111111111111,0.021894246575342464,0.23990410332405043
0,8700,4500,730.0,5230.0,1.1622222222222223,0.021893972602739727,0.0001
0,8800,5000,240.0,5230.5,1.0461,0.021893698630136987,0.24492472490998807
0,8900,5000,241.0,5232.5,1.0465,0.021893424657534247,0.23903236212629841
0,9000,5400,19.5,5232.0,0.9688888888888889,0.021893150684931507,0.2409246711345198
0,9100,4500,731.0,5230.5,1.1623333333333334,0.021892876712328768,0.3995408199508721
0,9200,5000,240.5,5233.0,1.0466,0.021892602739726028,0.2316173664245846
0,9300,5000,240.5,5230.0,1.046,0.021892328767123288,0.2515802875498661
0,9400,5500,7.0,5231.5,0.9511818181818181,0.021892054794520548,0.24135986142043822
0,9500,4500,734.0,5233.5,1.163,0.021891780821917808,0.40089128082280506
0,9600,5100,159.0,5234.5,1.0263725490196078,0.021891506849315068,0.23881523940619737
0,9700,5100,158.0,5233.0,1.026078431372549,0.02189123287671233,0.23950171051546904
0,9800,5500,7.0,5232.5,0.9513636363636364,0.021890958904109588,0.24066375123030703
0,9900,4500,734.0,5233.5,1.163,0.021890684931506848,0.4009013151992244
0,10000,4000,1232.5,5232.5,1.308125,0.02189041095890411,0.0001
0,10100,4000,1231.5,5231.5,1.307875,0.021890136986301368,0.0001
0,10200,5500,7.0,5232.5,0.9513636363636364,0.021889863013698628,0.24066977542962845
0,10300,4500,733.0,5233.0,1.1628888888888889,0.02188958904109589,0.0001
0,10400,6000,0.5,5233.5,0.87225,0.02188931506849315,0.361109057415316
0,10500,4000,1234.5,5234.5,1.308625,0.021889041095890408,0.0001
0,10600,5200,92.5,5234.0,1.0065384615384616,0.02188876712328767,0.24119349008310184
0,10700,4500,734.0,5234.5,1.1632222222222222,0.02188849315068493,
0,10800,6000,0.5,5235.5,0.8725833333333334,0.021888219178082192,0.36021230604017607
0,10900,4000,1235.5,5235.5,1.308875,0.021887945205479452,0.0001
0,11000,4500,736.0,5236.0,1.1635555555555555,0.021887671232876712,0.0001
0,11100,4500,735.5,5235.5,1.1634444444444445,0.021887397260273972,0.0001
0,11200,6000,0.5,5235.5,0.8725833333333334,0.021887123287671235,0.3602213240162962
0,11300,5200,92.5,5235.5,1.0068269230769231,0.021886849315068492,0.23832096381164256
0,11400,4500,735.0,5234.5,1.1632222222222222,0.021886575342465752,0.40138553432741503
0,11500,4500,736.0,5235.5,1.1634444444444445,0.021886301369863016,0.4018344881594165
0,11600,6000,0.5,5236.5,0.87275,0.021886027397260276,0.3597774826460858
0,11700,5300,47.5,5236.5,0.9880188679245283,0.021885753424657532,0.2412710017404311
0,11800,4500,735.5,5235.5,1.1634444444444445,0.021885479452054796,0.0001
0,11900,4500,734.5,5234.5,1.1632222222222222,0.021885205479452056,0.0001
0,12000,6000,0.5,5237.5,0.8729166666666667,0.021884931506849316,0.35933365791867716
0,12100,5300,48.0,5238.5,0.9883962264150944,0.021884657534246576,0.24041800060952603
0,12200,4500,739.0,5238.5,1.164111111111111,0.021884383561643836,0.4031911114325128
0,12300,4500,738.0,5238.5,1.164111111111111,0.021884109589041096,
0,12400,4000,1238.5,5238.5,1.309625,0.021883835616438356,0.0001
0,12500,6500,0.5,5238.5,0.805923076923077,0.021883561643835616,0.540872780616146
0,12600,4500,738.0,5239.5,1.1643333333333334,0.021883287671232876,
0,12700,4500,739.0,5239.5,1.1643333333333334,0.021883013698630136,
0,12800,5000,247.0,5238.5,1.0477,0.021882739726027396,0.2434517462444554
0,12900,5400,20.5,5238.5,0.9700925925925926,0.021882465753424656,0.23968740255228146
0,13000,4500,738.0,5238.5,1.164111111111111,0.02188219178082192,
0,13100,4500,739.5,5239.5,1.1643333333333334,0.02188191780821918,0.0001
0,13200,5000,248.0,5239.5,1.0479,0.021881643835616436,0.24418241315222214
0,13300,5400,20.5,5237.5,0.9699074074074074,0.0218813698630137,0.24061641483348037
0,13400,4500,741.0,5240.5,1.1645555555555556,0.02188109589041096,0.40411309057588757
0,13500,4500,743.0,5241.0,1.1646666666666667,0.02188082191780822,0.4815061604087555
0,13600,5000,249.0,5241.0,1.0482,0.02188054794520548,0.24138053147477567
0,13700,5400,21.0,5242.0,0.9707407407407408,0.02188027397260274,0.2387379856556026
0,13800,4500,741.0,5240.5,1.1645555555555556,0.02188,0.40412321048286687
0,13900,4500,740.0,5240.0,1.1644444444444444,0.02187972602739726,0.0001
0,14000,5100,164.0,5240.5,1.0275490196078432,0.02187945205479452,0.2403018067757711
0,14100,5500,7.5,5241.0,0.9529090909090909,0.02187917808219178,0.23882264847243775
0,14200,4500,741.0,5241.5,1.1647777777777777,0.02187890410958904,
0,14300,4500,741.0,5241.0,1.1646666666666667,0.0218786301369863,0.0001
0,14400,4000,1241.5,5241.5,1.310375,0.02187835616438356,0.0001
0,14500,5500,7.5,5242.5,0.9531818181818181,0.02187808219178082,0.23775940576163215
0,14600,4500,743.0,5243.0,1.1651111111111112,0.021877808219178084,0.0001
0,14700,6000,0.5,5242.5,0.87375,0.02187753424657534,0.35713043029853714
0,14800,4000,1242.5,5242.5,1.310625,0.0218772602739726,0.0001
0,14900,5500,7.5,5241.5,0.953,0.021876986301369864,0.23847826598777003
0,15000,4500,741.0,5241.5,1.1647777777777777,0.021876712328767124,
0,15100,6000,0.5,5242.5,0.87375,0.021876438356164384,0.35713937540106605
0,15200,4000,1238.0,5243.5,1.310875,0.021876164383561644,
0,15300,4000,1243.5,5243.5,1.310875,0.021875890410958904,0.0001
0,15400,4500,742.5,5243.5,1.1652222222222222,0.021875616438356164,
0,15500,6000,0.5,5243.5,0.8739166666666667,0.021875342465753424,0.3566956176848264
0,15600,5200,97.5,5243.5,1.0083653846153846,0.021875068493150684,0.23927104621770928
0,15700,4500,744.0,5243.5,1.1652222222222222,0.021874794520547945,0.40550794131991186
0,15800,6000,0.5,5243.5,0.8739166666666667,0.021874520547945208,0.35670231894615334
0,15900,6000,0.5,5242.5,0.87375,0.021874246575342465,0.3571572676232767
0,16000,5200,97.5,5242.5,1.008173076923077,0.021873972602739725,0.24127307421941324
0,16100,4500,742.0,5241.5,1.1647777777777777,0.021873698630136988,0.40462711974685733
0,16200,6000,0.5,5241.0,0.8735,0.021873424657534245,0.35784313366134685
0,16300,6000,0.5,5242.5,0.87375,0.021873150684931505,0.3571662147430493
0,16400,5300,50.0,5242.5,0.9891509433962264,0.02187287671232877,0.2420702218471287
0,16500,4500,742.0,5242.0,1.1648888888888889,0.02187260273972603,0.0001
0,16600,6000,0.5,5242.5,0.87375,0.021872328767123285,0.3571729255243039
0,16700,6000,0.5,5241.5,0.8735833333333334,0.02187205479452055,0.35762793777591656
0,16800,6500,0.5,5240.5,0.8062307692307692,0.02187178082191781,0.5401481610362476
0,16900,4500,741.0,5241.0,1.1646666666666667,0.02187150684931507,0.0001
0,17000,4000,1239.5,5238.0,1.3095,0.02187123287671233,0.7663274441354768
0,17100,4000,1240.5,5240.5,1.310125,0.02187095890410959,0.0001
0,17200,5400,21.0,5241.0,0.9705555555555555,0.02187068493150685,0.23972091774827486
0,17300,4500,742.0,5241.5,1.1647777777777777,0.021870410958904112,0.4046575306372845
0,17400,5000,249.0,5240.5,1.0481,0.02187013698630137,0.2449707581220033
0,17500,5000,248.0,5240.5,1.0481,0.02186986301369863,0.23707793427724083
0,17600,5400,21.0,5239.5,0.9702777777777778,0.021869589041095892,0.24112119528836198
0,17700,4500,741.0,5240.5,1.1645555555555556,0.021869315068493152,0.40422191943504016
0,17800,5000,248.0,5240.0,1.048,0.02186904109589041,0.24072714862278402
0,17900,5000,248.0,5239.5,1.0479,0.021868767123287672,0.2442542920256916
0,18000,5400,20.5,5238.5,0.9700925925925926,0.021868493150684933,0.23976396297291055
0,18100,4500,738.0,5238.0,1.164,0.021868219178082193,0.0001
0,18200,5000,246.5,5238.5,1.0477,0.021867945205479453,0.2396566471356368
0,18300,5000,246.0,5237.5,1.0475,0.021867671232876713,0.24281015970917535
0,18400,5500,7.5,5237.5,0.9522727272727273,0.021867397260273973,0.2413799632201802
0,18500,4500,737.0,5238.0,1.164,0.021867123287671233,
0,18600,5100,162.0,5237.0,1.0268627450980392,0.021866849315068493,0.24352532113278405
0,18700,5100,161.0,5237.5,1.0269607843137254,0.021866575342465753,0.23750602559551554
0,18800,5500,7.5,5237.5,0.9522727272727273,0.021866301369863013,0.2413860118579483
0,18900,4500,737.0,5236.5,1.1636666666666666,0.021866027397260273,0.4024677334804866
0,19000,6000,0.5,5236.5,0.87275,0.021865753424657533,0.35994423986389973
0,19100,4000,1238.5,5238.5,1.309625,0.021865479452054797,0.0001
0,19200,5500,7.5,5239.0,0.9525454545454546,0.021865205479452057,0.24032400279507748
0,19300,4500,738.0,5238.5,1.164111111111111,0.021864931506849313,
0,19400,6000,0.5,5238.5,0.8730833333333333,0.021864657534246577,0.3590472131478894
0,19500,4000,1238.5,5238.5,1.309625,0.021864383561643837,0.0001
0,19600,5200,93.5,5236.0,1.006923076923077,0.021864109589041097,0.24078951891232855
0,19700,4500,736.0,5237.5,1.163888888888889,0.021863835616438357,
0,19800,6000,0.5,5236.5,0.87275,0.021863561643835617,0.35996228156928495
0,19900,4000,1238.5,5238.5,1.309625,0.021863287671232877,0.0001
0,20000,4500,740.0,5239.5,1.1643333333333334,0.021863013698630137,0.40383420859883046
0,20100,4500,738.0,5237.5,1.163888888888889,0.021862739726027397,0.4029443857026274
0,20200,6000,0.5,5237.5,0.8729166666666667,0.021862465753424657,0.35951823781481723
0,20300,5200,94.5,5237.5,1.0072115384615385,0.021862191780821917,0.241204480258083
0,20400,4500,736.0,5237.5,1.163888888888889,0.021861917808219177,
0,20500,4500,736.0,5236.0,1.1635555555555555,0.021861643835616437,0.0001
0,20600,6000,0.5,5235.5,0.8725833333333334,0.021861369863013697,0.36043344171531067
0,20700,5300,47.0,5235.5,0.9878301886792453,0.02186109589041096,0.24097521189457805
0,20800,4500,736.5,5236.5,1.1636666666666666,0.021860821917808217,0.0001
0,20900,4500,735.0,5235.5,1.1634444444444445,0.021860547945205477,
0,21000,6000,0.5,5235.5,0.8725833333333334,0.02186027397260274,0.3604424763182843
0,21100,6500,0.5,5234.5,0.8053076923076923,0.02186,0.5429058882609036
0,21200,4500,734.0,5232.5,1.1627777777777777,0.02185972602739726,0.45861024982864407
0,21300,4500,734.0,5234.5,1.1632222222222222,0.02185945205479452,
0,21400,4000,1235.0,5235.5,1.308875,0.02185917808219178,
0,21500,6500,0.5,5236.5,0.8056153846153846,0.02185890410958904,0.5420485094890174
0,21600,4500,735.5,5235.5,1.1634444444444445,0.0218586301369863,0.0001
0,21700,4500,735.0,5233.0,1.1628888888888889,0.02185835616438356,0.47766667717827355
0,21800,5000,242.5,5234.0,1.0468,0.02185808219178082,0.24031862875686272
0,21900,5400,19.5,5234.0,0.9692592592592593,0.021857808219178085,0.23929828688574975
0,22000,4500,734.5,5234.5,1.1632222222222222,0.02185753424657534,0.0001
0,22100,4500,734.5,5234.5,1.1632222222222222,0.0218572602739726,0.0001
0,22200,5000,244.0,5235.5,1.0471,0.021856986301369865,0.24141628864859713
0,22300,5400,20.0,5236.5,0.9697222222222223,0.02185671232876712,0.23935754226705108
0,22400,4500,738.0,5237.5,1.163888888888889,0.02185643835616438,0.40300246605164336
0,22500,4500,736.0,5236.5,1.1636666666666666,0.021856164383561645,
0,22600,5000,243.5,5234.0,1.0468,0.021855890410958905,0.24773572695176743
0,22700,5400,19.5,5234.5,0.9693518518518518,0.02185561643835616,0.23885448144452426
0,22800,4500,735.0,5235.5,1.1634444444444445,0.021855342465753425,
0,22900,4500,734.5,5234.5,1.1632222222222222,0.021855068493150685,0.0001
0,23000,5100,160.0,5235.5,1.0265686274509804,0.021854794520547945,0.23998507327346758
0,23100,5500,7.5,5236.5,0.9520909090909091,0.021854520547945205,0.24216292952565793
0,23200,4500,734.5,5235.5,1.1634444444444445,0.021854246575342465,
0,23300,4500,734.0,5233.5,1.163,0.021853972602739725,0.4012379028011035
0,23400,4000,1235.5,5235.5,1.308875,0.02185369863013699,0.0001
0,23500,5500,7.5,5236.0,0.952,0.021853424657534246,0.24252484004855815
0,23600,4500,737.5,5237.5,1.163888888888889,0.021853150684931506,0.0001
0,23700,6000,0.5,5237.5,0.8729166666666667,0.02185287671232877,0.35959710861104865
0,23800,4000,1237.0,5237.0,1.30925,0.02185260273972603,0.0001
0,23900,4000,1235.5,5235.5,1.308875,0.021852328767123286,0.0001
0,24000,4500,734.0,5234.5,1.1632222222222222,0.02185205479452055,
0,24100,6000,0.5,5235.5,0.8725833333333334,0.02185178082191781,0.3605125175449945
0,24200,4000,1234.5,5234.5,1.308625,0.021851506849315066,0.0001
0,24300,4000,1234.5,5234.5,1.308625,0.02185123287671233,0.0001
0,24400,6000,0.5,5235.5,0.8725833333333334,0.02185095890410959,0.3605192978963938
0,24500,6000,0.5,5234.5,0.8724166666666666,0.02185068493150685,0.3609748237137339
0,24600,5200,92.5,5234.5,1.0066346153846153,0.02185041095890411,0.24044601151368708
0,24700,4500,735.0,5235.0,1.1633333333333333,0.02185013698630137,0.0001
0,24800,6000,0.5,5234.5,0.8724166666666666,0.02184986301369863,0.3609816131151536
0,24900,6000,0.5,5234.5,0.8724166666666666,0.02184958904109589,0.3609838763341331
0,25000,5300,46.0,5233.5,0.9874528301886792,0.02184931506849315,0.24015007694247384
0,25100,4500,733.0,5232.5,1.1627777777777777,0.02184904109589041,0.40083606900153035
0,25200,6000,0.5,5233.5,0.87225,0.02184876712328767,0.3614439909363982
0,25300,6000,0.5,5234.0,0.8723333333333333,0.021848493150684933,0.36121958849840025
0,25400,5300,46.0,5233.0,0.9873584905660377,0.02184821917808219,0.24078648830522245
0,25500,4500,731.0,5231.5,1.1625555555555556,0.021847945205479453,
0,25600,6000,0.5,5230.0,0.8716666666666667,0.021847671232876714,0.36304004377356397
0,25700,4000,1231.5,5231.5,1.307875,0.021847397260273974,0.0001
0,25800,6500,0.5,5230.0,0.8046153846153846,0.021847123287671234,0.5450269653600412
0,25900,4500,730.0,5230.5,1.1623333333333334,0.021846849315068494,
0,26000,4000,1228.5,5228.5,1.307125,0.021846575342465754,0.0001
0,26100,5100,155.0,5226.0,1.0247058823529411,0.021846301369863014,0.24949042975399024
0,26200,5400,18.0,5227.5,0.9680555555555556,0.021846027397260274,0.2380325343200701
0,26300,4500,728.0,5228.0,1.1617777777777778,0.021845753424657534,0.0001
0,26400,5000,237.0,5227.5,1.0455,0.021845479452054794,0.24295961154754836
0,26500,5000,238.0,5228.5,1.0457,0.021845205479452054,0.24370692911651037
0,26600,5400,18.5,5229.5,0.9684259259259259,0.021844931506849314,0.23867513201797216
0,26700,4500,729.5,5229.5,1.162111111111111,0.021844657534246574,0.0001
0,26800,5000,239.0,5230.5,1.0461,0.021844383561643838,0.23784026945577608
0,26900,5000,239.5,5230.5,1.0461,0.021844109589041094,0.24156704383447655
0,27000,5400,18.5,5230.0,0.9685185185185186,0.021843835616438354,0.23823153163749253
0,27100,4500,732.0,5231.5,1.1625555555555556,0.021843561643835618,0.40043902684929666
0,27200,5000,241.0,5232.5,1.0465,0.021843287671232878,0.23930653089749462
0,27300,5100,158.0,5232.5,1.0259803921568627,0.021843013698630138,0.2414083247592781
0,27400,5500,7.0,5232.5,0.9513636363636364,0.021842739726027398,0.24092924473030053
0,27500,4500,732.0,5232.5,1.1627777777777777,0.021842465753424658,
0,27600,5100,159.0,5233.5,1.0261764705882352,0.021842191780821918,0.24239278038722478
0,27700,5100,158.0,5232.5,1.0259803921568627,0.021841917808219178,0.24141438085935937
0,27800,5500,7.0,5232.5,0.9513636363636364,0.021841643835616438,0.2409352888893019
0,27900,4500,734.0,5234.0,1.1631111111111112,0.021841369863013698,0.0001
0,28000,6000,0.5,5233.5,0.87225,0.02184109589041096,0.3615074616982809
0,28100,4000,1233.5,5233.5,1.308375,0.021840821917808218,0.0001
0,28200,5500,7.5,5233.5,0.9515454545454546,0.021840547945205478,0.2443750178393162
0,28300,4500,734.0,5233.5,1.163,0.02184027397260274,0.40136371252843295
0,28400,6000,0.5,5233.0,0.8721666666666666,0.02184,0.3617432543551847
0,28500,4000,1233.0,5232.5,1.308125,0.02183972602739726,0.6756761315333386
0,28600,5200,91.5,5233.5,1.0064423076923077,0.021839452054794522,0.23911694842358308
0,28700,4500,734.0,5235.5,1.1634444444444445,0.021839178082191782,
0,28800,6000,0.5,5231.5,0.8719166666666667,0.02183890410958904,0.3624325751814813
0,28900,5200,91.0,5233.5,1.0064423076923077,0.021838630136986302,0.23746819831435895
0,29000,4500,731.0,5231.5,1.1625555555555556,0.021838356164383562,
0,29100,4500,733.0,5232.5,1.1627777777777777,0.021838082191780822,0.40093662928506735
0,29200,6000,0.5,5231.5,0.8719166666666667,0.021837808219178082,0.3624416693377711
0,29300,5200,89.5,5230.5,1.0058653846153847,0.021837534246575342,0.23822889374456666
0,29400,4500,730.5,5230.5,1.1623333333333334,0.021837260273972602,0.0001
0,29500,4500,730.5,5230.5,1.1623333333333334,0.021836986301369862,0.0001
0,29600,6000,0.5,5230.5,0.87175,0.021836712328767122,0.3629043330297362
0,29700,5300,45.0,5229.0,0.9866037735849057,0.021836438356164382,0.24241609038928194
0,29800,4500,729.5,5229.5,1.162111111111111,0.021836164383561646,0.0001
0,29900,4500,731.0,5229.0,1.162,0.021835890410958906,0.47586353178422197
0,30000,6000,0.5,5231.0,0.8718333333333333,0.021835616438356163,0.3626866448433498
0,30100,6500,0.5,5231.5,0.8048461538461539,0.021835342465753426,0.5445199642131282
0,30200,4500,732.5,5232.5,1.1627777777777777,0.021835068493150686,0.0001
0,30300,4500,732.5,5232.5,1.1627777777777777,0.021834794520547943,0.0001
0,30400,4000,1231.5,5231.5,1.307875,0.021834520547945206,0.0001
0,30500,5400,19.0,5231.0,0.9687037037037037,0.021834246575342466,0.23978113749503627
0,30600,4500,731.5,5231.5,1.1625555555555556,0.021833972602739726,0.0001
0,30700,4500,731.5,5231.5,1.1625555555555556,0.021833698630136986,0.0001
0,30800,5000,241.0,5232.5,1.0465,0.021833424657534246,0.239360576870995
0,30900,5400,19.0,5231.5,0.9687962962962963,0.021833150684931506,0.23933458040235933
0,31000,4500,730.0,5230.5,1.1623333333333334,0.021832876712328766,
0,31100,4500,729.0,5229.0,1.162,0.021832602739726027,0.0001
0,31200,5000,238.0,5228.5,1.0457,0.021832328767123287,0.24377878749823878
0,31300,5400,18.5,5228.5,0.9682407407407407,0.021832054794520547,0.2396443433451585
0,31400,4500,729.5,5229.5,1.162111111111111,0.02183178082191781,0.0001
0,31500,4500,730.5,5230.5,1.1623333333333334,0.021831506849315067,0.0001
0,31600,5000,238.5,5229.5,1.0459,0.02183123287671233,0.24090013763443238
0,31700,5500,6.5,5230.5,0.951,0.02183095890410959,0.23809348528763008
0,31800,4500,728.0,5228.5,1.161888888888889,0.02183068493150685,
0,31900,4500,728.5,5228.5,1.161888888888889,0.02183041095890411,0.0001
0,32000,5100,155.0,5228.5,1.0251960784313725,0.02183013698630137,0.24174885227841678
0,32100,5500,6.5,5227.5,0.9504545454545454,0.02182986301369863,0.24018211342743462
0,32200,4500,728.5,5228.5,1.161888888888889,0.02182958904109589,0.0001
0,32300,6000,0.5,5228.5,0.8714166666666666,0.02182931506849315,0.36387323043276626
0,32400,4000,1229.5,5229.5,1.307375,0.02182904109589041,0.0001
0,32500,5500,6.5,5229.5,0.9508181818181818,0.02182876712328767,0.23879992021808352
0,32600,4500,730.0,5230.0,1.1622222222222223,0.02182849315068493,0.0001
0,32700,6000,0.5,5228.5,0.8714166666666666,0.02182821917808219,0.3638823648465744
0,32800,4000,1228.5,5228.5,1.307125,0.02182794520547945,0.0001
0,32900,4000,1228.5,5228.5,1.307125,0.021827671232876714,0.0001
0,33000,4500,728.0,5226.5,1.1614444444444445,0.02182739726027397,0.455965699499622
0,33100,6000,0.5,5231.5,0.8719166666666667,0.02182712328767123,0.3625303732781131
0,33200,4000,1231.5,5231.5,1.307875,0.021826849315068494,0.0001
0,33300,4500,730.5,5230.5,1.1623333333333334,0.021826575342465755,0.0001
0,33400,6000,0.5,5229.5,0.8715833333333334,0.021826301369863015,0.36344459401784873
0,33500,6000,0.5,5230.5,0.87175,0.021826027397260275,0.3629931549426637
0,33600,5200,89.5,5230.5,1.0058653846153847,0.021825753424657535,0.23829317911876238
0,33700,4500,731.0,5231.5,1.1625555555555556,0.021825479452054795,
0,33800,6000,0.5,5229.5,0.8715833333333334,0.021825205479452055,0.3634537188991837
0,33900,6000,0.5,5228.5,0.8714166666666666,0.021824931506849315,0.3639097722196663
0,34000,5300,44.0,5228.5,0.9865094339622642,0.021824657534246575,0.2396376564862992
0,34100,4500,728.0,5228.5,1.161888888888889,0.02182438356164384,
