day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,spread,book_volume
2,1200,SNACKPACK_VANILLA,9985,31,9983.0,49.0,,,10002,31,10004.0,49.0,,,9993.5,0.0,17,160.0
2,1200,SNACKPACK_PISTACHIO,9971,31,9969.0,49.0,,,9988,31,9990.0,49.0,,,9979.5,0.0,17,160.0
2,1300,SNACKPACK_CHOCOLATE,10004,37,10002.0,40.0,,,10021,37,10023.0,40.0,,,10012.5,0.0,17,154.0
2,1300,SNACKPACK_STRAWBERRY,9952,37,9950.0,40.0,,,9969,37,9971.0,40.0,,,9960.5,0.0,17,154.0
2,1300,SNACKPACK_PISTACHIO,9968,37,9966.0,40.0,,,9985,37,9987.0,40.0,,,9976.5,0.0,17,154.0
2,1300,SNACKPACK_VANILLA,9983,37,9981.0,40.0,,,9999,37,10001.0,40.0,,,9991.0,0.0,16,154.0
2,1300,SNACKPACK_RASPBERRY,10027,37,10025.0,40.0,,,10044,37,10046.0,40.0,,,10035.5,0.0,17,154.0
2,1400,SNACKPACK_STRAWBERRY,9958,32,9956.0,41.0,,,9975,32,9977.0,41.0,,,9966.5,0.0,17,146.0
2,1400,SNACKPACK_PISTACHIO,9971,32,9969.0,41.0,,,9988,32,9990.0,41.0,,,9979.5,0.0,17,146.0
2,1400,SNACKPACK_VANILLA,9979,32,9977.0,41.0,,,9996,32,9998.0,41.0,,,9987.5,0.0,17,146.0
2,1400,SNACKPACK_RASPBERRY,10019,32,10017.0,41.0,,,10036,32,10038.0,41.0,,,10027.5,0.0,17,146.0
2,1400,SNACKPACK_CHOCOLATE,10006,32,10004.0,41.0,,,10023,32,10025.0,41.0,,,10014.5,0.0,17,146.0
2,1500,SNACKPACK_PISTACHIO,9975,30,9973.0,48.0,,,9992,30,9994.0,48.0,,,9983.5,0.0,17,156.0
2,1500,SNACKPACK_STRAWBERRY,9962,30,9960.0,48.0,,,9979,30,9981.0,48.0,,,9970.5,0.0,17,156.0
2,1500,SNACKPACK_VANILLA,9983,30,9981.0,48.0,,,10000,30,10002.0,48.0,,,9991.5,0.0,17,156.0
2,1500,SNACKPACK_CHOCOLATE,10003,30,10001.0,48.0,,,10020,30,10022.0,48.0,,,10011.5,0.0,17,156.0
2,1500,SNACKPACK_RASPBERRY,10012,30,10010.0,48.0,,,10030,30,10032.0,48.0,,,10021.0,0.0,18,156.0
2,1600,SNACKPACK_PISTACHIO,9980,29,9978.0,41.0,,,9997,29,9999.0,41.0,,,9988.5,0.0,17,140.0
2,1600,SNACKPACK_STRAWBERRY,9965,29,9963.0,41.0,,,9982,29,9984.0,41.0,,,9973.5,0.0,17,140.0
2,1600,SNACKPACK_RASPBERRY,10010,29,10008.0,41.0,,,10028,29,10030.0,41.0,,,10019.0,0.0,18,140.0
2,1600,SNACKPACK_VANILLA,9983,29,9981.0,41.0,,,10000,29,10002.0,41.0,,,9991.5,0.0,17,140.0
2,1600,SNACKPACK_CHOCOLATE,10004,29,10002.0,41.0,,,10021,29,10023.0,41.0,,,10012.5,0.0,17,140.0
2,1700,SNACKPACK_PISTACHIO,9976,40,9974.0,40.0,,,9993,40,9995.0,40.0,,,9984.5,0.0,17,160.0
2,1700,SNACKPACK_STRAWBERRY,9954,40,9952.0,40.0,,,9971,40,9973.0,40.0,,,9962.5,0.0,17,160.0
2,1700,SNACKPACK_RASPBERRY,10017,40,10015.0,40.0,,,10034,40,10036.0,40.0,,,10025.5,0.0,17,160.0
2,1700,SNACKPACK_CHOCOLATE,10005,40,10003.0,40.0,,,10022,40,10024.0,40.0,,,10013.5,0.0,17,160.0
2,1700,SNACKPACK_VANILLA,9987,40,9985.0,40.0,,,10004,40,10006.0,40.0,,,9995.5,0.0,17,160.0
2,1800,SNACKPACK_CHOCOLATE,9994,20,9992.0,41.0,,,10011,20,10013.0,41.0,,,10002.5,0.0,17,122.0
2,1800,SNACKPACK_RASPBERRY,10010,20,10008.0,41.0,,,10027,20,10029.0,41.0,,,10018.5,0.0,17,122.0
2,1800,SNACKPACK_STRAWBERRY,9967,20,9965.0,41.0,,,9984,20,9986.0,41.0,,,9975.5,0.0,17,122.0
2,1800,SNACKPACK_PISTACHIO,9983,20,9981.0,41.0,,,10000,20,10002.0,41.0,,,9991.5,0.0,17,122.0
2,1800,SNACKPACK_VANILLA,9998,20,9996.0,41.0,,,10015,20,10017.0,41.0,,,10006.5,0.0,17,122.0
2,1900,SNACKPACK_RASPBERRY,10020,37,10018.0,53.0,,,10037,37,10039.0,53.0,,,10028.5,0.0,17,180.0
2,1900,SNACKPACK_CHOCOLATE,9986,37,9984.0,53.0,,,10003,37,10005.0,53.0,,,9994.5,0.0,17,180.0
2,1900,SNACKPACK_STRAWBERRY,9958,37,9956.0,53.0,,,9975,37,9977.0,53.0,,,9966.5,0.0,17,180.0
2,1900,SNACKPACK_VANILLA,10009,37,10007.0,53.0,,,10026,37,10028.0,53.0,,,10017.5,0.0,17,180.0
2,1900,SNACKPACK_PISTACHIO,9979,37,9977.0,53.0,,,9996,37,9998.0,53.0,,,9987.5,0.0,17,180.0
2,2000,SNACKPACK_VANILLA,10007,28,10005.0,54.0,,,10024,28,10026.0,54.0,,,10015.5,0.0,17,164.0
2,2000,SNACKPACK_CHOCOLATE,9988,28,9986.0,54.0,,,10005,28,10007.0,54.0,,,9996.5,0.0,17,164.0
2,2000,SNACKPACK_RASPBERRY,10013,28,10011.0,54.0,,,10030,28,10032.0,54.0,,,10021.5,0.0,17,164.0
2,2000,SNACKPACK_STRAWBERRY,9965,28,9963.0,54.0,,,9981,28,9983.0,54.0,,,9973.0,0.0,16,164.0
2,2000,SNACKPACK_PISTACHIO,9984,28,9982.0,54.0,,,10001,28,10003.0,54.0,,,9992.5,0.0,17,164.0
2,2100,SNACKPACK_RASPBERRY,10011,21,10009.0,45.0,,,10028,21,10030.0,45.0,,,10019.5,0.0,17,132.0
2,2100,SNACKPACK_VANILLA,10005,21,10003.0,45.0,,,10022,21,10024.0,45.0,,,10013.5,0.0,17,132.0
2,2100,SNACKPACK_CHOCOLATE,9993,21,9991.0,45.0,,,10010,21,10012.0,45.0,,,10001.5,0.0,17,132.0
2,2100,SNACKPACK_PISTACHIO,9990,21,9988.0,45.0,,,10007,21,10009.0,45.0,,,9998.5,0.0,17,132.0
2,2100,SNACKPACK_STRAWBERRY,9971,21,9969.0,45.0,,,9988,21,9990.0,45.0,,,9979.5,0.0,17,132.0
2,2200,SNACKPACK_RASPBERRY,10021,30,10019.0,54.0,,,10038,30,10040.0,54.0,,,10029.5,0.0,17,168.0
2,2200,SNACKPACK_STRAWBERRY,9963,30,9961.0,54.0,,,9980,30,9982.0,54.0,,,9971.5,0.0,17,168.0
2,2200,SNACKPACK_CHOCOLATE,10001,30,9999.0,54.0,,,10018,30,10020.0,54.0,,,10009.5,0.0,17,168.0
2,2200,SNACKPACK_VANILLA,9996,30,9994.0,54.0,,,10013,30,10015.0,54.0,,,10004.5,0.0,17,168.0
2,2200,SNACKPACK_PISTACHIO,9986,30,9984.0,54.0,,,10003,30,10005.0,54.0,,,9994.5,0.0,17,168.0
2,2300,SNACKPACK_CHOCOLATE,10003,25,10001.0,48.0,,,10020,25,10022.0,48.0,,,10011.5,0.0,17,146.0
2,2300,SNACKPACK_RASPBERRY,10011,25,10009.0,48.0,,,10028,25,10030.0,48.0,,,10019.5,0.0,17,146.0
2,2300,SNACKPACK_STRAWBERRY,9972,25,9970.0,48.0,,,9989,25,9991.0,48.0,,,9980.5,0.0,17,146.0
2,2300,SNACKPACK_VANILLA,9994,25,9992.0,48.0,,,10011,25,10013.0,48.0,,,10002.5,0.0,17,146.0
2,2300,SNACKPACK_PISTACHIO,9992,25,9990.0,48.0,,,10009,25,10011.0,48.0,,,10000.5,0.0,17,146.0
2,2400,SNACKPACK_CHOCOLATE,9998,38,9996.0,41.0,,,10015,38,10017.0,41.0,,,10006.5,0.0,17,158.0
2,2400,SNACKPACK_STRAWBERRY,9963,38,9961.0,41.0,,,9980,38,9982.0,41.0,,,9971.5,0.0,17,158.0
2,2400,SNACKPACK_PISTACHIO,9984,38,9982.0,41.0,,,10001,38,10003.0,41.0,,,9992.5,0.0,17,158.0
2,2400,SNACKPACK_VANILLA,10000,38,9998.0,41.0,,,10017,38,10019.0,41.0,,,10008.5,0.0,17,158.0
2,2400,SNACKPACK_RASPBERRY,10020,38,10018.0,41.0,,,10037,38,10039.0,41.0,,,10028.5,0.0,17,158.0
2,2500,SNACKPACK_STRAWBERRY,9965,29,9963.0,41.0,,,9982,29,9984.0,41.0,,,9973.5,0.0,17,140.0
2,2500,SNACKPACK_PISTACHIO,9988,29,9986.0,41.0,,,10005,29,10007.0,41.0,,,9996.5,0.0,17,140.0
2,2500,SNACKPACK_VANILLA,9997,29,9995.0,41.0,,,10014,29,10016.0,41.0,,,10005.5,0.0,17,140.0
2,2500,SNACKPACK_RASPBERRY,10021,29,10019.0,41.0,,,10038,29,10040.0,41.0,,,10029.5,0.0,17,140.0
2,2500,SNACKPACK_CHOCOLATE,9999,29,9997.0,41.0,,,10016,29,10018.0,41.0,,,10007.5,0.0,17,140.0
2,2600,SNACKPACK_PISTACHIO,9990,31,9988.0,42.0,,,10007,31,10009.0,42.0,,,9998.5,0.0,17,146.0
2,2600,SNACKPACK_STRAWBERRY,9966,31,9964.0,42.0,,,9983,31,9985.0,42.0,,,9974.5,0.0,17,146.0
2,2600,SNACKPACK_VANILLA,10007,31,10005.0,42.0,,,10024,31,10026.0,42.0,,,10015.5,0.0,17,146.0
2,2600,SNACKPACK_CHOCOLATE,9989,31,9987.0,42.0,,,10006,31,10008.0,42.0,,,9997.5,0.0,17,146.0
2,2600,SNACKPACK_RASPBERRY,10020,31,10018.0,42.0,,,10037,31,10039.0,42.0,,,10028.5,0.0,17,146.0
2,2700,SNACKPACK_PISTACHIO,9994,31,9992.0,40.0,,,10011,31,10013.0,40.0,,,10002.5,0.0,17,142.0
2,2700,SNACKPACK_RASPBERRY,10016,31,10014.0,40.0,,,10033,31,10035.0,40.0,,,10024.5,0.0,17,142.0
2,2700,SNACKPACK_STRAWBERRY,9971,31,9969.0,40.0,,,9988,31,9990.0,40.0,,,9979.5,0.0,17,142.0
2,2700,SNACKPACK_VANILLA,10005,31,10003.0,40.0,,,10022,31,10024.0,40.0,,,10013.5,0.0,17,142.0
2,2700,SNACKPACK_CHOCOLATE,9989,31,9987.0,40.0,,,10006,31,10008.0,40.0,,,9997.5,0.0,17,142.0
2,2800,SNACKPACK_PISTACHIO,9991,21,9989.0,44.0,,,10008,21,10010.0,44.0,,,9999.5,0.0,17,130.0
2,2800,SNACKPACK_STRAWBERRY,9971,21,9969.0,44.0,,,9988,21,9990.0,44.0,,,9979.5,0.0,17,130.0
2,2800,SNACKPACK_CHOCOLATE,9985,21,9983.0,44.0,,,10002,21,10004.0,44.0,,,9993.5,0.0,17,130.0
2,2800,SNACKPACK_RASPBERRY,10017,21,10015.0,44.0,,,10034,21,10036.0,44.0,,,10025.5,0.0,17,130.0
2,2800,SNACKPACK_VANILLA,10009,21,10007.0,44.0,,,10026,21,10028.0,44.0,,,10017.5,0.0,17,130.0
2,2900,SNACKPACK_RASPBERRY,10028,30,10026.0,57.0,,,10045,30,10047.0,57.0,,,10036.5,0.0,17,174.0
2,2900,SNACKPACK_CHOCOLATE,9978,30,9976.0,57.0,,,9995,30,9997.0,57.0,,,9986.5,0.0,17,174.0
2,2900,SNACKPACK_STRAWBERRY,9963,30,9961.0,57.0,,,9980,30,9982.0,57.0,,,9971.5,0.0,17,174.0
2,2900,SNACKPACK_PISTACHIO,9987,30,9985.0,57.0,,,10004,30,10006.0,57.0,,,9995.5,0.0,17,174.0
2,2900,SNACKPACK_VANILLA,10016,30,10014.0,57.0,,,10034,30,10036.0,57.0,,,10025.0,0.0,18,174.0
2,3000,SNACKPACK_VANILLA,10029,35,10027.0,44.0,,,10046,35,10048.0,44.0,,,10037.5,0.0,17,158.0
2,3000,SNACKPACK_RASPBERRY,10030,35,10028.0,44.0,,,10047,35,10049.0,44.0,,,10038.5,0.0,17,158.0
2,3000,SNACKPACK_CHOCOLATE,9965,35,9963.0,44.0,,,9982,35,9984.0,44.0,,,9973.5,0.0,17,158.0
2,3000,SNACKPACK_STRAWBERRY,9959,35,9957.0,44.0,,,9976,35,9978.0,44.0,,,9967.5,0.0,17,158.0
2,3000,SNACKPACK_PISTACHIO,9983,35,9981.0,44.0,,,10000,35,10002.0,44.0,,,9991.5,0.0,17,158.0
2,3100,SNACKPACK_VANILLA,10025,20,10023.0,53.0,,,10042,20,10044.0,53.0,,,10033.5,0.0,17,146.0
2,3100,SNACKPACK_CHOCOLATE,9970,20,9968.0,53.0,,,9987,20,9989.0,53.0,,,9978.5,0.0,17,146.0
2,3100,SNACKPACK_RASPBERRY,10033,20,10031.0,53.0,,,10050,20,10052.0,53.0,,,10041.5,0.0,17,146.0
2,3100,SNACKPACK_PISTACHIO,9983,20,9981.0,53.0,,,10000,20,10002.0,53.0,,,9991.5,0.0,17,146.0
2,3100,SNACKPACK_STRAWBERRY,9956,20,9954.0,53.0,,,9973,20,9975.0,53.0,,,9964.5,0.0,17,146.0
2,3200,SNACKPACK_RASPBERRY,10046,39,10044.0,58.0,,,10063,39,10065.0,58.0,,,10054.5,0.0,17,194.0
2,3200,SNACKPACK_VANILLA,10023,39,10021.0,58.0,,,10040,39,10042.0,58.0,,,10031.5,0.0,17,194.0
2,3200,SNACKPACK_CHOCOLATE,9971,39,9969.0,58.0,,,9988,39,9990.0,58.0,,,9979.5,0.0,17,194.0
2,3200,SNACKPACK_PISTACHIO,9977,39,9975.0,58.0,,,9994,39,9996.0,58.0,,,9985.5,0.0,17,194.0
2,3200,SNACKPACK_STRAWBERRY,9943,39,9941.0,58.0,,,9960,39,9962.0,58.0,,,9951.5,0.0,17,194.0
2,3300,SNACKPACK_STRAWBERRY,9942,38,9940.0,60.0,,,9959,38,9961.0,60.0,,,9950.5,0.0,17,196.0
2,3300,SNACKPACK_RASPBERRY,10046,38,10044.0,60.0,,,10063,38,10065.0,60.0,,,10054.5,0.0,17,196.0
2,3300,SNACKPACK_CHOCOLATE,9971,38,9969.0,60.0,,,9988,38,9990.0,60.0,,,9979.5,0.0,17,196.0
2,3300,SNACKPACK_VANILLA,10024,38,10022.0,60.0,,,10041,38,10043.0,60.0,,,10032.5,0.0,17,196.0
2,3300,SNACKPACK_PISTACHIO,9975,38,9973.0,60.0,,,9992,38,9994.0,60.0,,,9983.5,0.0,17,196.0
2,3400,SNACKPACK_CHOCOLATE,9976,22,9974.0,51.0,,,9993,22,9995.0,51.0,,,9984.5,0.0,17,146.0
2,3400,SNACKPACK_RASPBERRY,10032,22,10030.0,51.0,,,10049,22,10051.0,51.0,,,10040.5,0.0,17,146.0
2,3400,SNACKPACK_STRAWBERRY,9956,22,9954.0,51.0,,,9973,22,9975.0,51.0,,,9964.5,0.0,17,146.0
2,3400,SNACKPACK_PISTACHIO,9984,22,9982.0,51.0,,,10001,22,10003.0,51.0,,,9992.5,0.0,17,146.0
2,3400,SNACKPACK_VANILLA,10018,22,10016.0,51.0,,,10035,22,10037.0,51.0,,,10026.5,0.0,17,146.0
2,3500,SNACKPACK_CHOCOLATE,9978,32,9976.0,52.0,,,9995,32,9997.0,52.0,,,9986.5,0.0,17,168.0
2,3500,SNACKPACK_STRAWBERRY,9950,32,9948.0,52.0,,,9967,32,9969.0,52.0,,,9958.5,0.0,17,168.0
2,3500,SNACKPACK_VANILLA,10017,32,10015.0,52.0,,,10034,32,10036.0,52.0,,,10025.5,0.0,17,168.0
2,3500,SNACKPACK_PISTACHIO,9978,32,9976.0,52.0,,,9995,32,9997.0,52.0,,,9986.5,0.0,17,168.0
2,3500,SNACKPACK_RASPBERRY,10038,32,10036.0,52.0,,,10055,32,10057.0,52.0,,,10046.5,0.0,17,168.0
2,3600,SNACKPACK_STRAWBERRY,9960,30,9958.0,43.0,,,9977,30,9979.0,43.0,,,9968.5,0.0,17,146.0
2,3600,SNACKPACK_PISTACHIO,9984,30,9982.0,43.0,,,10001,30,10003.0,43.0,,,9992.5,0.0,17,146.0
2,3600,SNACKPACK_VANILLA,10025,30,10023.0,43.0,,,10042,30,10044.0,43.0,,,10033.5,0.0,17,146.0
2,3600,SNACKPACK_RASPBERRY,10028,30,10026.0,43.0,,,10045,30,10047.0,43.0,,,10036.5,0.0,17,146.0
2,3600,SNACKPACK_CHOCOLATE,9970,30,9968.0,43.0,,,9987,30,9989.0,43.0,,,9978.5,0.0,17,146.0
2,3700,SNACKPACK_PISTACHIO,9981,30,9979.0,56.0,,,9998,30,10000.0,56.0,,,9989.5,0.0,17,172.0
2,3700,SNACKPACK_STRAWBERRY,9956,30,9954.0,56.0,,,9973,30,9975.0,56.0,,,9964.5,0.0,17,172.0
2,3700,SNACKPACK_RASPBERRY,10033,30,10031.0,56.0,,,10050,30,10052.0,56.0,,,10041.5,0.0,17,172.0
2,3700,SNACKPACK_VANILLA,10025,30,10023.0,56.0,,,10042,30,10044.0,56.0,,,10033.5,0.0,17,172.0
2,3700,SNACKPACK_CHOCOLATE,9967,30,9965.0,56.0,,,9984,30,9986.0,56.0,,,9975.5,0.0,17,172.0
2,3800,SNACKPACK_PISTACHIO,9974,25,9972.0,55.0,,,9991,25,9993.0,55.0,,,9982.5,0.0,17,160.0
2,3800,SNACKPACK_STRAWBERRY,9948,25,9946.0,55.0,,,9965,25,9967.0,55.0,,,9956.5,0.0,17,160.0
2,3800,SNACKPACK_RASPBERRY,10042,25,10040.0,55.0,,,10060,25,10062.0,55.0,,,10051.0,0.0,18,160.0
2,3800,SNACKPACK_CHOCOLATE,9977,25,9975.0,55.0,,,9994,25,9996.0,55.0,,,9985.5,0.0,17,160.0
2,3800,SNACKPACK_VANILLA,10015,25,10013.0,55.0,,,10032,25,10034.0,55.0,,,10023.5,0.0,17,160.0
2,3900,SNACKPACK_CHOCOLATE,9980,22,9978.0,47.0,,,9997,22,9999.0,47.0,,,9988.5,0.0,17,138.0
2,3900,SNACKPACK_STRAWBERRY,9954,22,9952.0,47.0,,,9971,22,9973.0,47.0,,,9962.5,0.0,17,138.0
2,3900,SNACKPACK_RASPBERRY,10037,22,10035.0,47.0,,,10054,22,10056.0,47.0,,,10045.5,0.0,17,138.0
2,3900,SNACKPACK_VANILLA,10015,22,10013.0,47.0,,,10032,22,10034.0,47.0,,,10023.5,0.0,17,138.0
2,3900,SNACKPACK_PISTACHIO,9978,22,9976.0,47.0,,,9995,22,9997.0,47.0,,,9986.5,0.0,17,138.0
2,4000,SNACKPACK_RASPBERRY,10032,29,10030.0,54.0,,,10049,29,10051.0,54.0,,,10040.5,0.0,17,166.0
2,4000,SNACKPACK_CHOCOLATE,9982,29,9980.0,54.0,,,9999,29,10001.0,54.0,,,9990.5,0.0,17,166.0
2,4000,SNACKPACK_STRAWBERRY,9958,29,9956.0,54.0,,,9975,29,9977.0,54.0,,,9966.5,0.0,17,166.0
